id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
98301564	Ariadne the Absolver	"Pendulum Scale = 3
[ Pendulum Effect ]
You do not pay LP to activate Counter Trap Cards. You do not discard cards to activate Counter Trap Cards. 
----------------------------------------
[ Monster Effect ]
If this card is destroyed by battle or card effect: You can reveal 3 Counter Trap Cards from your Deck, have your opponent add 1 of them to your hand, also shuffle the rest back into the Deck."																
98336111	Fusion Devourer	When this card battles a Fusion Monster, the ATK of the Fusion Monster becomes 0 during the Damage Step only.																
98358303	Serene Psychic Witch	When this card on the field is destroyed and sent to the Graveyard, you can remove from play 1 Psychic-Type monster with 2000 or less ATK from your Deck. During the next Standby Phase, Special Summon the monster removed from play by this effect.	Banish	Special Summon														
98374133	Invigoration	An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.																
98380593	Supremacy Berry	If your Life Points were lower than your opponent's when this card was activated, gain 2000 Life Points. If your Life Points were higher than your opponent's, you take 1000 damage.																
98414735	Burgesstoma Canadia	Target 1 face-up monster your opponent controls; change it to face-down Defense Position. When a Trap Card on the field is activated while this card is in your Graveyard: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap Card.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.	Change to face-down Defense Position	Special Summon														
98427577	Scrap-Iron Scarecrow	Activate only when an opponent's monster declares an attack. Negate the attack, and Set this card face-down again instead of sending it to the Graveyard.																
98431356	The Phantom Wing	"Target 1 face-up monster on the field; it gains 500 ATK, also, once during this turn, it cannot be destroyed by battle or by card effects. You can banish this card from your Graveyard, then target 1 ""The Phantom Knights"" monster in your Graveyard; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""The Phantom Wing"" once per turn."	Special Summon from Graveyard															
98434877	Suijin	During your opponent's damage calculation, you can reduce the ATK of a monster attacking this card to 0. This effect can only be used once while this card remains face-up on the field.	Reduce ATK to 0															
98437424	Naturia Cosmobeet	When your opponent Normal Summons or Sets a monster, you can Special Summon this card from your hand.	Special Summon															
98444741	Accumulated Fortune	Activate only as Chain Link 4 or higher. Draw 2 cards. You cannot activate this card if multiple cards/effects with the same name are in that chain.																
98446407	Hand of Nephthys	"You can Tribute this card and 1 other monster to Special Summon 1 ""Sacred Phoenix of Nephthys"" from your hand or Deck."	Special Summon															
98456117	Boneheimer	This monster wanders the seas, sucking dry any creatures it may encounter.																
98494543	Magical Stone Excavation	Discard 2 cards to select 1 Spell Card from your Graveyard. Add it to your hand.																
98495314	Sword of Deep-Seated	A Monster Card equipped with this card increase its ATK and DEF by 500 points. When this card is sent to the Graveyard, place it on top of your Deck.																
98502113	Dark Paladin	"""Dark Magician"" + ""Buster Blader""
This card cannot be Special Summoned except by Fusion Summon. While this card is face-up on the field, you can discard 1 card to negate the activation of a Spell Card and destroy it. This card gains 500 ATK for each Dragon-Type monster on the field and in either player's Graveyard."	Negate and Destroy Spell Card															
98502114	Dark Paladin	"""Dark Magician"" + ""Buster Blader""
This card cannot be Special Summoned except by Fusion Summon. While this card is face-up on the field, you can discard 1 card to negate the activation of a Spell Card and destroy it. This card gains 500 ATK for each Dragon-Type monster on the field and in either player's Graveyard."	Negate and Destroy Spell Card															
98502115	Dark Paladin	"""Dark Magician"" + ""Buster Blader""
This card cannot be Special Summoned except by Fusion Summon. While this card is face-up on the field, you can discard 1 card to negate the activation of a Spell Card and destroy it. This card gains 500 ATK for each Dragon-Type monster on the field and in either player's Graveyard."	Negate and Destroy Spell Card															
98535702	Damage Vaccine Ω MAX	When you take damage by battle or by a card effect: Gain Life Points equal to the damage you took.																
98555327	Galaxy Wizard	"Once per turn: You can increase this card's Level by 4 until the End Phase. You can Tribute this card; add 1 ""Galaxy"" card from your Deck to your hand, except ""Galaxy Wizard""."	Increase level by 4.	"Add 1 ""Galaxy"" card to hand."														
98558751	T.G. Wonder Magician	"1 Tuner + 1 or more non-Tuner ""T.G."" monsters
When this card is Synchro Summoned, select 1 Spell/Trap Card on the field and destroy it. When this card on the field is destroyed, draw 1 card. During your opponent's Main Phase, you can Synchro Summon using this face-up card you control as a Synchro Material Monster."	Destroy Spell/Trap card	Draw card	Synchro Summon													
98582704	Wing Egg Elf	This fairy in an eggshell uses massive wings to blow back almost any projectile attack.																
98585345	Winged Kuriboh LV10	"Cannot be Normal Summoned or Set. Must be Special Summoned with ""Transcendent Wings"" and cannot be Special Summoned by other ways. During your opponent's Battle Phase: You can Tribute this face-up card; destroy all Attack Position monsters your opponent controls and inflict damage to your opponent equal to the combined original ATK of those destroyed monster(s)."	Destroy and inflict damage															
98637386	Goyo Predator	"1 Tuner + 1 or more non-Tuner monsters
When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon that monster to your side of the field, but any battle damage it inflicts to a player is halved. You can only use this effect of ""Goyo Predator"" once per turn."	Special Summon															
98643358	Diamond Dust	Destroy all WATER monsters on the field, then inflict 500 damage to your opponent for each monster sent to the Graveyard by this effect.																
98645731	Pot of Duality	"Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 ""Pot of Duality"" per turn. You cannot Special Summon during the turn you activate this card."																
98649372	Skull Kraken	When this card is Normal Summoned: You can target 1 face-up Spell Card your opponent controls; destroy that target. Once per turn: You can change the Battle Position of this card.	Destroy Spell	Change battle position														
98666339	Dimensional Inversion	Activate only when a monster(s) you own is removed from play by an opponent's effect. Special Summon 1 of those monsters.																
98672567	Pot of Dichotomy	At the start of your Main Phase 1: Target 3 monsters with different Types in your Graveyard; Shuffle all 3 into the Deck, then draw 2 cards. You cannot conduct your Battle Phase the turn you activate this card.																
